name,ideology,ideology_icon,city,state,is_statewide,is_headquarters,group,latitude,longitude,ideology_link,group_link,latitude_longitude_appended
The Daily Stormer,Neo-Nazi,neo-nazi,Indianapolis,Indiana,FALSE,FALSE,,39.76,-86.15,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"39.76, -86.15"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Indianapolis,Indiana,FALSE,FALSE,,39.76,-86.15,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"39.76, -86.15"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,Indiana,TRUE,FALSE,,40.26,-86.13,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"40.26, -86.13"
United Dixie White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,Indiana,TRUE,FALSE,,40.26,-86.13,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"40.26, -86.13"
Traditionalist Worker Party,White Nationalist,white-nationalist,Columbus,Indiana,FALSE,FALSE,,39.2,-85.92,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"39.2, -85.92"
Sons & Daughters of Liberty,White Nationalist,white-nationalist,,Indiana,TRUE,FALSE,,40.26,-86.13,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"40.26, -86.13"
Soldiers of Odin,Anti-Muslim,anti-muslim,,Indiana,TRUE,FALSE,,40.26,-86.13,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"40.26, -86.13"
National Socialist Movement,Neo-Nazi,neo-nazi,,Iowa,TRUE,FALSE,National Socialist Movement,41.87,-93.09,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,https://www.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement,"41.87, -93.09"
Gallows Tree Wotansvolk Alliance,Neo-Nazi,neo-nazi,,Iowa,TRUE,FALSE,,41.87,-93.09,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"41.87, -93.09"
ACT for America,Anti-Muslim,anti-muslim,Des Moines,Iowa,FALSE,FALSE,,41.6,-93.6,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"41.6, -93.6"
The Daily Stormer,Neo-Nazi,neo-nazi,Amana,Iowa,FALSE,FALSE,,41.8,-91.87,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"41.8, -91.87"
Westboro Baptist Church,Anti-LGBT,anti-lgbt,Topeka,Kansas,FALSE,TRUE,Westboro Baptist Church,39.040155,-95.724716,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,https://www.splcenter.org/fighting-hate/extremist-files/group/westboro-baptist-church,"39.040155, -95.724716"
Midland Hammerskins,Racist Skinhead,racist-skinhead,Wichita,Kansas,FALSE,FALSE,,37.696628,-97.341321,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"37.696628, -97.341321"
Crew 38,Racist Skinhead,racist-skinhead,Wichita,Kansas,FALSE,FALSE,,37.68,-97.33,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"37.68, -97.33"
Israel United In Christ,Black Separatist,black-separatist,Kansas City,Kansas,FALSE,FALSE,,39.11,-94.62,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"39.11, -94.62"
White Boy Society,White Nationalist,white-nationalist,,Kansas,TRUE,FALSE,,39.01,-98.48,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"39.01, -98.48"
Traditionalist Worker Party,White Nationalist,white-nationalist,,Kansas,TRUE,FALSE,,39.01,-98.48,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"39.01, -98.48"
The Crusaders,Anti-Muslim,anti-muslim,Garden City,Kansas,FALSE,FALSE,,37.97,-100.87,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"37.97, -100.87"
Fellowship of God's Covenant People,Christian Identity,christian-identity,Union,Kentucky,FALSE,TRUE,,38.945895,-84.680501,https://www.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity,,"38.945895, -84.680501"
Kinsman Redeemer Ministries,Christian Identity,christian-identity,Alexandria,Kentucky,FALSE,TRUE,,38.959507,-84.387994,https://www.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity,,"38.959507, -84.387994"
New Black Panther Party,Black Separatist,black-separatist,Louisville,Kentucky,FALSE,FALSE,New Black Panther Party,38.24,-84.89,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party,"38.24, -84.89"
Nation of Islam,Black Separatist,black-separatist,Louisville,Kentucky,FALSE,FALSE,Nation of Islam,38.23,-85.82,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"38.23, -85.82"
National Socialist Movement,Neo-Nazi,neo-nazi,,Kentucky,TRUE,FALSE,National Socialist Movement,37.83,-84.27,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,https://www.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement,"37.83, -84.27"
Nation of Islam,Black Separatist,black-separatist,Lexington,Kentucky,FALSE,FALSE,Nation of Islam,38.046818,-84.494687,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"38.046818, -84.494687"
Southern National Congress,Neo-Confederate,neo-confederate,Fruit Hill,Kentucky,FALSE,FALSE,,37,-87.36,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,,"37, -87.36"
Aryan Strikeforce,Racist Skinhead,racist-skinhead,,Kentucky,TRUE,FALSE,,37.83,-84.27,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"37.83, -84.27"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Harrodsburg,Kentucky,FALSE,FALSE,,37.76,-84.84,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"37.76, -84.84"
Israel United In Christ,Black Separatist,black-separatist,Louisville,Kentucky,FALSE,FALSE,,38.25,-85.75,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"38.25, -85.75"
Traditionalist Worker Party,White Nationalist,white-nationalist,Madisonville,Kentucky,FALSE,FALSE,,37.32,-87.49,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"37.32, -87.49"
Supreme White Alliance,Racist Skinhead,racist-skinhead,,Kentucky,TRUE,FALSE,,37.83,-84.27,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"37.83, -84.27"
League of the South,Neo-Confederate,neo-confederate,Taylorsville,Kentucky,FALSE,FALSE,League of the South,38.03,-85.34,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,https://www.splcenter.org/fighting-hate/extremist-files/group/league-south,"38.03, -85.34"
League of the South,Neo-Confederate,neo-confederate,London,Kentucky,FALSE,FALSE,League of the South,37.12,-84.08,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,https://www.splcenter.org/fighting-hate/extremist-files/group/league-south,"37.12, -84.08"
League of the South,Neo-Confederate,neo-confederate,Fort Mitchell,Kentucky,FALSE,FALSE,League of the South,39.04,-84.55,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,https://www.splcenter.org/fighting-hate/extremist-files/group/league-south,"39.04, -84.55"
Confederate White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Morehead,Kentucky,FALSE,FALSE,,38.18,-83.43,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"38.18, -83.43"
The Daily Stormer,Neo-Nazi,neo-nazi,Louisville,Kentucky,FALSE,FALSE,,38.25,-85.75,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"38.25, -85.75"
Traditionalist Worker Party,White Nationalist,white-nationalist,Louisville,Kentucky,FALSE,FALSE,,38.25,-85.75,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"38.25, -85.75"
Nordic Order Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Dawson Springs,Kentucky,FALSE,TRUE,,37.16,-87.69,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"37.16, -87.69"
Traditionalist Worker Party,White Nationalist,white-nationalist,Murray,Kentucky,FALSE,FALSE,,36.61,-88.31,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"36.61, -88.31"
Crew 38,Racist Skinhead,racist-skinhead,,Kentucky,TRUE,FALSE,,37.83,-84.27,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"37.83, -84.27"
American Defense Records,Hate Music,racist-music,Lexington,Kentucky,FALSE,FALSE,,38.04,-84.5,https://www.splcenter.org/fighting-hate/extremist-files/ideology/hate-music,,"38.04, -84.5"
Church of the National Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,Kentucky,TRUE,FALSE,,37.83,-84.27,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"37.83, -84.27"
Nation of Islam,Black Separatist,black-separatist,New Orleans,Louisiana,FALSE,FALSE,Nation of Islam,30.013167,-90.020895,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"30.013167, -90.020895"
Nation of Islam,Black Separatist,black-separatist,Baton Rouge,Louisiana,FALSE,FALSE,Nation of Islam,30.47,-91.16,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"30.47, -91.16"
Nation of Islam,Black Separatist,black-separatist,Monroe,Louisiana,FALSE,FALSE,Nation of Islam,32.5,-92.11,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"32.5, -92.11"
Nation of Islam,Black Separatist,black-separatist,Shreveport,Louisiana,FALSE,FALSE,Nation of Islam,32.45,-93.76,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"32.45, -93.76"
Aryan Nations (Louisiana),Neo-Nazi,neo-nazi,Converse,Louisiana,FALSE,TRUE,Aryan Nations,31.78,-93.69,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,https://www.splcenter.org/fighting-hate/extremist-files/group/aryan-nations,"31.78, -93.69"
League of the South,Neo-Confederate,neo-confederate,Logansport,Louisiana,FALSE,FALSE,League of the South,31.975445,-93.997967,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,https://www.splcenter.org/fighting-hate/extremist-files/group/league-south,"31.975445, -93.997967"
National Socialist Movement,Neo-Nazi,neo-nazi,,Louisiana,TRUE,FALSE,National Socialist Movement,30.98,-91.96,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,https://www.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement,"30.98, -91.96"
South Africa Project,White Nationalist,white-nationalist,Converse,Louisiana,FALSE,TRUE,,31.78,-93.69,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"31.78, -93.69"
Loyal White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Baton Rouge,Louisiana,FALSE,FALSE,,30.45,-91.14,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"30.45, -91.14"
Southern National Congress,Neo-Confederate,neo-confederate,,Louisiana,FALSE,FALSE,,30.98,-91.96,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,,"30.98, -91.96"
Israel United In Christ,Black Separatist,black-separatist,New Orleans,Louisiana,FALSE,FALSE,,29.95,-90.07,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"29.95, -90.07"
Confederate White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Saint Martinville,Louisiana,FALSE,FALSE,,30.12,-91.82,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"30.12, -91.82"
ACT for America,Anti-Muslim,anti-muslim,Baton Rouge,Louisiana,FALSE,FALSE,,30.45,-91.14,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"30.45, -91.14"
Christian American Ministries,Christian Identity,christian-identity,Greensburg,Louisiana,FALSE,TRUE,,30.83,-90.67,https://www.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity,,"30.83, -90.67"
Militant Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,Maine,TRUE,FALSE,,45.25,-69.44,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"45.25, -69.44"
Maine Resistance,Anti-LGBT,anti-lgbt,Lewiston,Maine,FALSE,FALSE,,44.1,-70.21,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"44.1, -70.21"
Crew 38,Racist Skinhead,racist-skinhead,,Maine,TRUE,FALSE,,45.25,-69.44,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"45.25, -69.44"
Nation of Islam,Black Separatist,black-separatist,Baltimore,Maryland,FALSE,FALSE,Nation of Islam,39.326912,-76.682834,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"39.326912, -76.682834"
"Barnes Review/Foundation for Economic Liberty, Inc.",Holocaust Denial,holocaust-denial,Upper Marlboro,Maryland,FALSE,TRUE,Barnes Review,38.81,-76.74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/holocaust-denial,https://www.splcenter.org/fighting-hate/extremist-files/group/barnes-review,"38.81, -76.74"
Heritage and Destiny,White Nationalist,white-nationalist,Silver Spring,Maryland,FALSE,TRUE,,39,-77.03,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"39, -77.03"
Maryland State Skinheads,Racist Skinhead,racist-skinhead,Baltimore,Maryland,FALSE,TRUE,,39.29,-76.61,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"39.29, -76.61"
Council of Conservative Citizens,White Nationalist,white-nationalist,Silver Spring,Maryland,FALSE,FALSE,Council of Conservative Citizens,39.00415,-77.039175,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,https://www.splcenter.org/fighting-hate/extremist-files/group/council-conservative-citizens,"39.00415, -77.039175"
National Socialist Movement,Neo-Nazi,neo-nazi,,Maryland,TRUE,FALSE,National Socialist Movement,39.04,-76.64,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,https://www.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement,"39.04, -76.64"
Israelite School of Universal Practical Knowledge,Black Separatist,black-separatist,Baltimore,Maryland,FALSE,TRUE,,39.29,-76.61,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"39.29, -76.61"
"Israelite Church of God in Jesus Christ, The",Black Separatist,black-separatist,Baltimore,Maryland,FALSE,FALSE,,39.336349,-76.768277,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"39.336349, -76.768277"
League of the South,Neo-Confederate,neo-confederate,Clements,Maryland,FALSE,FALSE,League of the South,38.326544,-76.727526,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,https://www.splcenter.org/fighting-hate/extremist-files/group/league-south,"38.326544, -76.727526"
Jamaat al-Muslimeen,General Hate,other,Baltimore,Maryland,FALSE,TRUE,,39.305668,-76.635495,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"39.305668, -76.635495"
Label 56,Hate Music,racist-music,Nottingham,Maryland,FALSE,TRUE,,39.38775,-76.488118,https://www.splcenter.org/fighting-hate/extremist-files/ideology/hate-music,,"39.38775, -76.488118"
Confederate White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Rosedale,Maryland,FALSE,TRUE,,39.32,-76.51,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"39.32, -76.51"
Southern National Congress,Neo-Confederate,neo-confederate,,Maryland,FALSE,FALSE,,39.2,-76.83,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,,"39.2, -76.83"
East Coast Knights Of The True Invisible Empire,Ku Klux Klan,kkk,Annapolis,Maryland,FALSE,FALSE,,38.97,-76.49,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"38.97, -76.49"
Refugee Resettlement Watch,Anti-Muslim,anti-muslim,Fairplay,Maryland,FALSE,TRUE,,39.53,-77.74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"39.53, -77.74"
Crew 38,Racist Skinhead,racist-skinhead,,Maryland,TRUE,FALSE,,39.04,-76.64,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"39.04, -76.64"
Be Active Front USA,Racist Skinhead,racist-skinhead,,Maryland,TRUE,FALSE,,39.04,-76.64,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"39.04, -76.64"
The Daily Stormer,Neo-Nazi,neo-nazi,Baltimore,Maryland,FALSE,FALSE,,39.29,-76.61,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"39.29, -76.61"
Nation of Islam,Black Separatist,black-separatist,Boston,Massachusetts,FALSE,FALSE,Nation of Islam,42.3,-71.08,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"42.3, -71.08"
Nation of Islam,Black Separatist,black-separatist,Springfield,Massachusetts,FALSE,FALSE,Nation of Islam,42.110021,-72.567583,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"42.110021, -72.567583"
Mass Resistance,Anti-LGBT,anti-lgbt,Waltham,Massachusetts,FALSE,TRUE,,42.397106,-71.259899,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"42.397106, -71.259899"
Abiding Truth Ministries,Anti-LGBT,anti-lgbt,Springfield,Massachusetts,FALSE,TRUE,,42.105667,-72.597745,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"42.105667, -72.597745"
Concerned Citizens and Friends of Illegal Immigration Law Enforcement,General Hate,other,Framingham,Massachusetts,FALSE,FALSE,,42.324004,-71.453683,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"42.324004, -71.453683"
Aryan Strikeforce,Racist Skinhead,racist-skinhead,,Massachusetts,TRUE,FALSE,,42.4,-71.38,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"42.4, -71.38"
